Uberstrain	Name	Comment	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_ZA5535AA	CAN132	PATH-SAFE project	traces-0AfmRNy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5535AA	Assembled	153	338802	5274570	Escherichia coli / Shigella;98.0%	78	17496	4.1	ESC_DC3103AA_AS
ESC_ZA5536AA	CAN133	PATH-SAFE project	traces-0Krmkwi;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5536AA	Assembled	174	442740	5103531	Escherichia coli / Shigella;100.0%	46	51286	4.1	ESC_DC3104AA_AS
ESC_ZA5537AA	CAN134	PATH-SAFE project	traces-0Ujxpgy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5537AA	Assembled	122	366885	5300347	Escherichia coli / Shigella;96.55%	78	88201	4.1	ESC_DC3105AA_AS
ESC_ZA5538AA	CAN135	PATH-SAFE project	traces-0wdySNU;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5538AA	Assembled	149	425627	5105061	Escherichia coli / Shigella;100.0%	31	5937	4.1	ESC_DC3106AA_AS
ESC_ZA5539AA	CAN136	PATH-SAFE project	traces-0eOpVNd;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5539AA	Assembled	101	402773	5068791	Escherichia coli / Shigella;98.44%	92	127330	4.1	ESC_DC3107AA_AS
ESC_ZA5540AA	CAN137	PATH-SAFE project	traces-0tQhvWF;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5540AA	Assembled	171	509247	5057284	Escherichia coli / Shigella;100.0%	41	16755	4.1	ESC_DC3108AA_AS
ESC_ZA5541AA	CAN47	PATH-SAFE project	traces-0ftQfEs;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5541AA	Assembled	92	433234	5009509	Escherichia coli / Shigella;97.62%	64	18217	4.1	ESC_DC3109AA_AS
ESC_ZA5542AA	CAN46	PATH-SAFE project	traces-0rEKrCw;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5542AA	Assembled	114	360444	5079147	Escherichia coli / Shigella;97.82%	61	9850	4.1	ESC_DC3110AA_AS
ESC_ZA5543AA	CAN45	PATH-SAFE project	traces-0LLkbix;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5543AA	Assembled	99	361742	5362643	Escherichia coli / Shigella;98.25%	90	8196	4.1	ESC_DC3111AA_AS
ESC_ZA5544AA	CAN44	PATH-SAFE project	traces-0XNwaTi;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5544AA	Assembled	260	354606	5196299	Escherichia coli / Shigella;96.08%	72	43547	4.1	ESC_DC3112AA_AS
ESC_ZA5545AA	CAN43	PATH-SAFE project	traces-0KtAgmQ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5545AA	Assembled	89	362787	5079535	Escherichia coli / Shigella;98.46%	102	11640	4.1	ESC_DC3113AA_AS
ESC_ZA5546AA	CAN42	PATH-SAFE project	traces-0adQiCw;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5546AA	Assembled	76	93025	4577346	Escherichia marmotae;70.84%	108	268751	4.1	ESC_DC3114AA_AS
ESC_ZA5547AA	CAN41	PATH-SAFE project	traces-0vQvIgK;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5547AA	Assembled	51	205426	4849840	Escherichia coli / Shigella;100.0%	61	98698	4.1	ESC_DC3115AA_AS
ESC_ZA5548AA	CAN40	PATH-SAFE project	traces-0bdMoac;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5548AA	Assembled	232	729695	4919803	Escherichia coli / Shigella;95.45%	27	5957	4.1	ESC_DC3116AA_AS
ESC_ZA5549AA	HU82	PATH-SAFE project	traces-0rPwQzd;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5549AA	Assembled	84	134399	5205627	Escherichia coli / Shigella;100.0%	136	17687	4.1	ESC_DC3117AA_AS
ESC_ZA5550AA	HB01	PATH-SAFE project	traces-0TMvcQj;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5550AA	Assembled	174	204403	5008081	Escherichia coli / Shigella;100.0%	91	20883	4.1	ESC_DC3118AA_AS
ESC_ZA5551AA	HB17	PATH-SAFE project	traces-0KmAmHn;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5551AA	Assembled	100	195165	4986142	Escherichia coli / Shigella;100.0%	85	17772	4.1	ESC_DC3119AA_AS
ESC_ZA5552AA	CAN49	PATH-SAFE project	traces-0LuWtpK;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5552AA	Assembled	48	238735	5334587	Escherichia coli / Shigella;98.08%	75	52797	4.1	ESC_DC3120AA_AS
ESC_ZA5553AA	CAN48	PATH-SAFE project	traces-0Xniryy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5553AA	Assembled	95	364650	5103410	Escherichia coli / Shigella;98.18%	101	9194	4.1	ESC_DC3121AA_AS
ESC_ZA5554AA	HU96	PATH-SAFE project	traces-0jbccgJ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5554AA	Assembled	137	133921	5231912	Escherichia coli / Shigella;97.87%	138	22164	4.1	ESC_DC3122AA_AS
ESC_ZA5555AA	HU18	PATH-SAFE project	traces-0IAfsUv;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5555AA	Assembled	129	300298	5140342	Escherichia coli / Shigella;95.55%	76	14062	4.1	ESC_DC3123AA_AS
ESC_ZA5556AA	HU85	PATH-SAFE project	traces-0snGVkx;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5556AA	Assembled	113	203253	5016738	Escherichia coli / Shigella;100.0%	94	9680	4.1	ESC_DC3124AA_AS
ESC_ZA5557AA	HU97	PATH-SAFE project	traces-0RJnLqZ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5557AA	Assembled	116	264692	5202560	Escherichia coli / Shigella;96.88%	104	21806	4.1	ESC_DC3125AA_AS
ESC_ZA5558AA	HU94	PATH-SAFE project	traces-0NOyDmZ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5558AA	Assembled	168	172652	5196102	Escherichia coli / Shigella;100.0%	102	41684	4.1	ESC_DC3126AA_AS
ESC_ZA5559AA	HU84	PATH-SAFE project	traces-0AIGMCS;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5559AA	Assembled	140	284189	5108162	Escherichia coli / Shigella;95.38%	95	25928	4.1	ESC_DC3127AA_AS
ESC_ZA5560AA	HB19	PATH-SAFE project	traces-0tJyBGy;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5560AA	Assembled	236	344492	4939779	Escherichia coli / Shigella;95.46%	55	34393	4.1	ESC_DC3128AA_AS
ESC_ZA5561AA	HB18	PATH-SAFE project	traces-0xCpcAS;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5561AA	Assembled	130	124110	5254778	Escherichia coli / Shigella;97.54%	109	21989	4.1	ESC_DC3129AA_AS
ESC_ZA5562AA	HU95	PATH-SAFE project	traces-0ICQiFt;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5562AA	Assembled	167	191062	5136988	Escherichia coli / Shigella;100.0%	76	15043	4.1	ESC_DC3130AA_AS
ESC_ZA5563AA	HU49	PATH-SAFE project	traces-0ltVEHT;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5563AA	Assembled	144	317063	5319858	Escherichia coli / Shigella;98.12%	99	151433	4.1	ESC_DC3131AA_AS
ESC_ZA5564AA	HU48	PATH-SAFE project	traces-0COnthQ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5564AA	Assembled	103	167045	5338288	Escherichia coli / Shigella;96.4%	167	102417	4.1	ESC_DC3132AA_AS
ESC_ZA5565AA	HU45	PATH-SAFE project	traces-0zxtQJT;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5565AA	Assembled	135	159656	5367942	Escherichia coli / Shigella;94.68%	145	165432	4.1	ESC_DC3133AA_AS
ESC_ZA5566AA	HU44	PATH-SAFE project	traces-0RKKqnb;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5566AA	Assembled	125	348319	5063458	Escherichia coli / Shigella;97.44%	52	6055	4.1	ESC_DC3134AA_AS
ESC_ZA5567AA	HU47	PATH-SAFE project	traces-0CLLNPp;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5567AA	Assembled	172	389321	4875494	Escherichia coli / Shigella;96.55%	41	10222	4.1	ESC_DC3135AA_AS
ESC_ZA5568AA	HU46	PATH-SAFE project	traces-0LHSipM;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5568AA	Assembled	166	95321	5469479	Escherichia coli / Shigella;99.21%	189	112468	4.1	ESC_DC3136AA_AS
ESC_ZA5569AA	HU41	PATH-SAFE project	traces-0IpRBAE;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5569AA	Assembled	137	341149	5167635	Escherichia coli / Shigella;98.21%	84	32297	4.1	ESC_DC3137AA_AS
ESC_ZA5570AA	HU40	PATH-SAFE project	traces-0qXNgFm;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5570AA	Assembled	129	353837	5022052	Escherichia coli / Shigella;85.0%	54	57758	4.1	ESC_DC3138AA_AS
ESC_ZA5571AA	HU43	PATH-SAFE project	traces-0CIUYyB;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5571AA	Assembled	108	287653	5052496	Escherichia coli / Shigella;98.31%	80	32145	4.1	ESC_DC3139AA_AS
ESC_ZA5572AA	HU42	PATH-SAFE project	traces-0DQCyry;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5572AA	Assembled	139	176345	5459808	Escherichia coli / Shigella;100.0%	148	61260	4.1	ESC_DC3140AA_AS
ESC_ZA5573AA	CAN50	PATH-SAFE project	traces-0VrlRud;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5573AA	Assembled	50	147988	5378581	Escherichia coli / Shigella;95.35%	166	185465	4.1	ESC_DC3141AA_AS
ESC_ZA5574AA	CAN51	PATH-SAFE project	traces-0zXOamF;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5574AA	Assembled	70	373572	5229440	Escherichia coli / Shigella;97.78%	68	49241	4.1	ESC_DC3142AA_AS
ESC_ZA5575AA	CAN52	PATH-SAFE project	traces-0XVkXiV;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5575AA	Assembled	104	425701	5073289	Escherichia coli / Shigella;100.0%	30	5656	4.1	ESC_DC3143AA_AS
ESC_ZA5576AA	CAN53	PATH-SAFE project	traces-0enamwu;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5576AA	Assembled	167	366074	5225338	Escherichia coli / Shigella;100.0%	85	12007	4.1	ESC_DC3144AA_AS
ESC_ZA5577AA	CAN54	PATH-SAFE project	traces-0MbJEoy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5577AA	Assembled	60	325979	5090661	Escherichia coli / Shigella;100.0%	79	13812	4.1	ESC_DC3145AA_AS
ESC_ZA5578AA	CAN55	PATH-SAFE project	traces-0GGSzMX;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5578AA	Assembled	82	421142	5167708	Escherichia coli / Shigella;100.0%	58	15001	4.1	ESC_DC3146AA_AS
ESC_ZA5579AA	CAN56	PATH-SAFE project	traces-0KekZOH;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5579AA	Assembled	52	214884	5001556	Escherichia coli / Shigella;95.65%	91	88742	4.1	ESC_DC3147AA_AS
ESC_ZA5580AA	CAN57	PATH-SAFE project	traces-0NjyPpx;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5580AA	Assembled	144	380357	5130803	Escherichia coli / Shigella;94.28%	46	11738	4.1	ESC_DC3148AA_AS
ESC_ZA5581AA	CAN58	PATH-SAFE project	traces-0kqiNdK;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5581AA	Assembled	88	382709	5265994	Escherichia coli / Shigella;98.7%	114	114022	4.1	ESC_DC3149AA_AS
ESC_ZA5582AA	CAN59	PATH-SAFE project	traces-0kNAxvZ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5582AA	Assembled	273	556324	5124729	Escherichia coli / Shigella;100.0%	94	54454	4.1	ESC_DC3150AA_AS
ESC_ZA5583AA	HU12	PATH-SAFE project	traces-0jqRaev;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5583AA	Assembled	100	272765	5180681	Escherichia coli / Shigella;98.04%	71	20048	4.1	ESC_DC3151AA_AS
ESC_ZA5584AA	HB11	PATH-SAFE project	traces-0rhCxYV;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5584AA	Assembled	174	686896	4832996	Escherichia coli / Shigella;100.0%	25	7777	4.1	ESC_DC3152AA_AS
ESC_ZA5585AA	HU13	PATH-SAFE project	traces-0SdeRVQ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5585AA	Assembled	187	150363	5078638	Escherichia coli / Shigella;97.74%	117	133086	4.1	ESC_DC3153AA_AS
ESC_ZA5586AA	HU38	PATH-SAFE project	traces-0DaujLl;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5586AA	Assembled	191	213837	5025644	Escherichia coli / Shigella;98.9%	126	18505	4.1	ESC_DC3154AA_AS
ESC_ZA5587AA	HU39	PATH-SAFE project	traces-0PPxFfc;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5587AA	Assembled	139	274121	5171933	Escherichia coli / Shigella;98.61%	102	34529	4.1	ESC_DC3155AA_AS
ESC_ZA5588AA	HU30	PATH-SAFE project	traces-0Ujidam;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5588AA	Assembled	144	205858	5080418	Escherichia coli / Shigella;97.36%	127	157300	4.1	ESC_DC3156AA_AS
ESC_ZA5589AA	HU31	PATH-SAFE project	traces-0tIjniC;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5589AA	Assembled	143	301954	5143830	Escherichia coli / Shigella;100.0%	78	77124	4.1	ESC_DC3157AA_AS
ESC_ZA5590AA	HU32	PATH-SAFE project	traces-0wlEkrY;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5590AA	Assembled	171	342310	5060297	Escherichia coli / Shigella;97.56%	55	70269	4.1	ESC_DC3158AA_AS
ESC_ZA5591AA	HU33	PATH-SAFE project	traces-0ZmvWAe;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5591AA	Assembled	137	28192	5721353	Escherichia coli / Shigella;97.68%	490	102441	4.1	ESC_DC3159AA_AS
ESC_ZA5593AA	HU35	PATH-SAFE project	traces-0lGoOKk;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5593AA	Assembled	127	239927	5251614	Escherichia coli / Shigella;94.37%	135	86922	4.1	ESC_DC3161AA_AS
ESC_ZA5594AA	HU36	PATH-SAFE project	traces-0yZIUvi;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5594AA	Assembled	102	129999	5039717	Escherichia coli / Shigella;98.73%	104	29382	4.1	ESC_DC3162AA_AS
ESC_ZA5595AA	HU37	PATH-SAFE project	traces-0itHrTn;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5595AA	Assembled	205	112160	4961951	Escherichia coli / Shigella;94.39%	143	109052	4.1	ESC_DC3163AA_AS
ESC_ZA5596AA	HU93	PATH-SAFE project	traces-0dHZELB;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5596AA	Assembled	130	345564	5045757	Escherichia coli / Shigella;97.78%	74	10119	4.1	ESC_DC3164AA_AS
ESC_ZA5597AA	HU69	PATH-SAFE project	traces-0JxTmvQ;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5597AA	Assembled	119	18987	4743745	Escherichia coli / Shigella;99.76%	441	173384	4.1	ESC_DC3165AA_AS
ESC_ZA5598AA	HU68	PATH-SAFE project	traces-0ExhETE;ILLUMINA;Paired;;;Uploaded	Human	Human		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5598AA	Assembled	113	272166	5171983	Escherichia coli / Shigella;90.73%	95	11549	4.1	ESC_DC3166AA_AS
ESC_ZA5599AA	HB10	PATH-SAFE project	traces-0tlAWDa;ILLUMINA;Paired;;;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5599AA	Assembled	71	245572	5257443	Escherichia coli / Shigella;98.51%	110	20125	4.1	ESC_DC3167AA_AS
ESC_ZA5600AA	CAN25	PATH-SAFE project	traces-0ozLylF;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5600AA	Assembled	75	411261	4910123	Escherichia coli / Shigella;100.0%	34	51290	4.1	ESC_DC3168AA_AS
ESC_ZA5601AA	CAN24	PATH-SAFE project	traces-0lTAJsp;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5601AA	Assembled	77	349735	5097982	Escherichia coli / Shigella;98.15%	84	10398	4.1	ESC_DC3169AA_AS
ESC_ZA5602AA	CAN27	PATH-SAFE project	traces-0MICCAX;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5602AA	Assembled	103	215111	5196141	Escherichia coli / Shigella;96.4%	113	11234	4.1	ESC_DC3170AA_AS
ESC_ZA5603AA	CAN26	PATH-SAFE project	traces-0IJppRy;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5603AA	Assembled	54	166236	4925737	Escherichia coli / Shigella;92.31%	104	81069	4.1	ESC_DC3171AA_AS
ESC_ZA5604AA	CAN21	PATH-SAFE project	traces-0zVQEcd;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5604AA	Assembled	226	125907	4981952	Escherichia coli / Shigella;92.38%	143	152453	4.1	ESC_DC3172AA_AS
ESC_ZA5605AA	CAN20	PATH-SAFE project	traces-0HhkuvJ;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5605AA	Assembled	73	403021	5155010	Escherichia coli / Shigella;100.0%	101	53097	4.1	ESC_DC3173AA_AS
ESC_ZA5606AA	CAN23	PATH-SAFE project	traces-0FbsNIg;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5606AA	Assembled	91	409087	4979571	Escherichia coli / Shigella;97.37%	54	7752	4.1	ESC_DC3174AA_AS
ESC_ZA5608AA	CAN29	PATH-SAFE project	traces-0VCHQcz;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5608AA	Assembled	137	363499	5197128	Escherichia coli / Shigella;97.87%	73	47280	4.1	ESC_DC3176AA_AS
